sequence_name,is_uk,is_cog_uk,central_sample_id,secondary_identifier,sample_date,epi_week,country,adm1,is_surveillance,is_travel_history,travel_history,lineage,uk_lineage,del_lineage,phylotype
England/LSPA-3653F20/2022,Y,Y,LSPA-3653F20,,2022-02-09,111,UK,UK-ENG,N,,,BA.2,UK25641,del_trans_23788,UK25641_1.31.1.2
England/LSPA-3653C47/2022,Y,Y,LSPA-3653C47,,2022-02-09,111,UK,UK-ENG,N,,,BA.1,UK26097,del_trans_183498,UK26097_1
England/MILK-3652AD5/2022,Y,Y,MILK-3652AD5,,2022-02-10,111,UK,UK-ENG,N,,,BA.1.1,UK25785,del_trans_83225,UK25785_1.89
England/MILK-3652B4B/2022,Y,Y,MILK-3652B4B,,2022-02-10,111,UK,UK-ENG,N,,,BA.1.1,UK33185,del_trans_121634,UK33185_1.2
England/LSPA-3653DBD/2022,Y,Y,LSPA-3653DBD,,2022-02-09,111,UK,UK-ENG,N,,,BA.1,UK26653,del_trans_339030,UK26653_1.16
England/MILK-3652932/2022,Y,Y,MILK-3652932,,2022-02-10,111,UK,UK-ENG,N,,,BA.1.1,UK25805,del_trans_110316,UK25805_1.52.1
England/MILK-3651960/2022,Y,Y,MILK-3651960,,2022-02-10,111,UK,UK-ENG,N,,,BA.1.1,UK26013,del_trans_150101,UK26013_1.55.2
England/LSPA-3653A10/2022,Y,Y,LSPA-3653A10,,2022-02-08,111,UK,UK-ENG,N,,,BA.1,UK26383,del_trans_257199,UK26383_1.1.7
England/MILK-3651B79/2022,Y,Y,MILK-3651B79,,2022-02-10,111,UK,UK-ENG,N,,,BA.1,UK26308,del_trans_254096,UK26308_1.344.1
England/MILK-3652923/2022,Y,Y,MILK-3652923,,2022-02-10,111,UK,UK-ENG,N,,,BA.1,UK44760,del_trans_245843,UK44760_1.2
England/MILK-3651951/2022,Y,Y,MILK-3651951,,2022-02-10,111,UK,UK-ENG,N,,,BA.1,UK26383,del_trans_257199,UK26383_1.136
England/MILK-3652DDC/2022,Y,Y,MILK-3652DDC,,2022-02-10,111,UK,UK-ENG,N,,,BA.1.1,UK25667,del_trans_50661,UK25667_1
England/MILK-3651906/2022,Y,Y,MILK-3651906,,2022-02-10,111,UK,UK-ENG,N,,,BA.1,UK26383,del_trans_257199,UK26383_1.136
England/MILK-365199D/2022,Y,Y,MILK-365199D,,2022-02-10,111,UK,UK-ENG,N,,,BA.1,UK26308,del_trans_254096,UK26308_1.344.1
England/LSPA-3653AD4/2022,Y,Y,LSPA-3653AD4,,2022-02-09,111,UK,UK-ENG,N,,,BA.1,UK29024,del_trans_272802,UK29024_1.7
England/LSPA-3653E9C/2022,Y,Y,LSPA-3653E9C,,2022-02-09,111,UK,UK-ENG,N,,,BA.1.1,UK40672,del_trans_101697,UK40672_1.1.1
England/LSPA-3653A01/2022,Y,Y,LSPA-3653A01,,2022-02-09,111,UK,UK-ENG,N,,,BA.1,UK26653,del_trans_339030,UK26653_1.16
England/MILK-3652B69/2022,Y,Y,MILK-3652B69,,2022-02-10,111,UK,UK-ENG,N,,,BA.1.1,UK33185,del_trans_121634,UK33185_1
England/MILK-364A91F/2022,Y,Y,MILK-364A91F,,2022-02-10,111,UK,UK-ENG,N,,,BA.1,UK30061,del_trans_97007,UK30061_1.9
England/MILK-364A751/2022,Y,Y,MILK-364A751,,2022-02-10,111,UK,UK-ENG,N,,,BA.1,UK34017,del_trans_277074,UK34017_1
England/MILK-364B477/2022,Y,Y,MILK-364B477,,2022-02-10,111,UK,UK-ENG,N,,,BA.1.1,UK41619,del_trans_126714,UK41619_1
England/MILK-364A715/2022,Y,Y,MILK-364A715,,2022-02-10,111,UK,UK-ENG,N,,,BA.1.1,UK27847,del_trans_96882,UK27847_1.1.1
England/MILK-364A9B5/2022,Y,Y,MILK-364A9B5,,2022-02-10,111,UK,UK-ENG,N,,,BA.2,UK37780,del_trans_24160,UK37780_1.22
England/MILK-364B899/2022,Y,Y,MILK-364B899,,2022-02-10,111,UK,UK-ENG,N,,,BA.1,UK26397,del_trans_263599,UK26397_1.438.1
England/MILK-364AB0A/2022,Y,Y,MILK-364AB0A,,2022-02-10,111,UK,UK-ENG,N,,,BA.1.1,UK25785,del_trans_83225,UK25785_1.212
England/MILK-364A7AC/2022,Y,Y,MILK-364A7AC,,2022-02-10,111,UK,UK-ENG,N,,,BA.1.1,UK41166,del_trans_117485,UK41166_1.1.1
England/MILK-364B662/2022,Y,Y,MILK-364B662,,2022-02-10,111,UK,UK-ENG,N,,,BA.1.1,UK25781,del_trans_77264,UK25781_1
England/MILK-364AC25/2022,Y,Y,MILK-364AC25,,2022-02-10,111,UK,UK-ENG,N,,,BA.1.1,UK27821,del_trans_94921,UK27821_1
England/MILK-364AD13/2022,Y,Y,MILK-364AD13,,2022-02-10,111,UK,UK-ENG,N,,,BA.1.1,UK28316,del_trans_151350,UK28316_1.2.1
England/MILK-364A9F1/2022,Y,Y,MILK-364A9F1,,2022-02-10,111,UK,UK-ENG,N,,,BA.1.1,UK33185,del_trans_121634,UK33185_1.1.1
England/MILK-364ABEC/2022,Y,Y,MILK-364ABEC,,2022-02-10,111,UK,UK-ENG,N,,,BA.2,UK38047,del_trans_32949,UK38047_1
England/MILK-364B5FC/2022,Y,Y,MILK-364B5FC,,2022-02-10,111,UK,UK-ENG,N,,,BA.2,UK25641,del_trans_23788,UK25641_1.10.2
England/MILK-364AAEF/2022,Y,Y,MILK-364AAEF,,2022-02-10,111,UK,UK-ENG,N,,,BA.1,UK26678,del_trans_342364,UK26678_1.28.2.1
England/MILK-364A93D/2022,Y,Y,MILK-364A93D,,2022-02-10,111,UK,UK-ENG,N,,,BA.1.1,UK28197,del_trans_114882,UK28197_1.1.1
England/MILK-364CAB0/2022,Y,Y,MILK-364CAB0,,2022-02-10,111,UK,UK-ENG,N,,,BA.1.1,UK26013,del_trans_150101,UK26013_1.24.1
England/MILK-364AC9E/2022,Y,Y,MILK-364AC9E,,2022-02-10,111,UK,UK-ENG,N,,,BA.1.1,UK33185,del_trans_121634,UK33185_1.1.1.2
England/MILK-364CC32/2022,Y,Y,MILK-364CC32,,2022-02-09,111,UK,UK-ENG,N,,,BA.1.1,UK25785,del_trans_83225,UK25785_1.72.1.1
England/MILK-364B1BC/2022,Y,Y,MILK-364B1BC,,2022-02-10,111,UK,UK-ENG,N,,,BA.1.1,UK40460,del_trans_95434,UK40460_1
England/MILK-364B32F/2022,Y,Y,MILK-364B32F,,2022-02-09,111,UK,UK-ENG,N,,,BA.1,UK22668,del_trans_164955,UK22668_1.1232
England/MILK-364AC8F/2022,Y,Y,MILK-364AC8F,,2022-02-10,111,UK,UK-ENG,N,,,BA.1.1,UK26003,del_trans_154697,UK26003_1.31.1.7
England/MILK-364B4FF/2022,Y,Y,MILK-364B4FF,,2022-02-10,111,UK,UK-ENG,N,,,BA.1.1,UK25667,del_trans_50661,UK25667_1.609
England/MILK-364A96A/2022,Y,Y,MILK-364A96A,,2022-02-10,111,UK,UK-ENG,N,,,BA.2,UK25641,del_trans_23788,UK25641_1.31.1.2
England/MILK-364CAA1/2022,Y,Y,MILK-364CAA1,,2022-02-10,111,UK,UK-ENG,N,,,BA.1.1,UK41354,del_trans_122363,UK41354_1.2
England/MILK-364B529/2022,Y,Y,MILK-364B529,,2022-02-10,111,UK,UK-ENG,N,,,BA.1,UK22668,del_trans_164955,UK22668_1.29
England/MILK-364A821/2022,Y,Y,MILK-364A821,,2022-02-10,111,UK,UK-ENG,N,,,BA.2,UK25641,del_trans_23788,UK25641_1.1.1.5
England/MILK-364ABCE/2022,Y,Y,MILK-364ABCE,,2022-02-10,111,UK,UK-ENG,N,,,BA.1.1,UK25805,del_trans_110316,UK25805_1.18.1
England/DHSC-CYDABN5/2022,Y,Y,DHSC-CYDABN5,,2022-02-06,111,UK,UK-ENG,N,,,BA.1,UK22668,del_trans_164955,UK22668_1.494
England/LSPA-362F01B/2022,Y,Y,LSPA-362F01B,,2022-02-07,111,UK,UK-ENG,N,,,BA.1.1,UK25667,del_trans_50661,UK25667_1
England/LSPA-362F233/2022,Y,Y,LSPA-362F233,,2022-02-08,111,UK,UK-ENG,N,,,BA.1.1,UK25955,del_trans_107412,UK25955_1.1
England/LSPA-362FA4A/2022,Y,Y,LSPA-362FA4A,,2022-02-08,111,UK,UK-ENG,N,,,BA.1.1,UK25785,del_trans_83225,UK25785_1
England/LSPA-362FC9F/2022,Y,Y,LSPA-362FC9F,,2022-02-08,111,UK,UK-ENG,N,,,BA.1,UK26062,del_trans_159428,UK26062_1.292.1
England/LSPA-362FA68/2022,Y,Y,LSPA-362FA68,,2022-02-08,111,UK,UK-ENG,N,,,BA.1.1,UK25667,del_trans_50661,UK25667_1.73
England/LSPA-362EF79/2022,Y,Y,LSPA-362EF79,,2022-02-08,111,UK,UK-ENG,N,,,BA.1.1,UK27745,del_trans_77290,UK27745_1.4
England/LSPA-362FC08/2022,Y,Y,LSPA-362FC08,,2022-02-08,111,UK,UK-ENG,N,,,BA.1.1,UK25785,del_trans_83225,UK25785_1
England/LSPA-362FA3B/2022,Y,Y,LSPA-362FA3B,,2022-02-08,111,UK,UK-ENG,N,,,BA.1,UK26097,del_trans_183498,UK26097_1.11.2
England/LSPA-362FCDB/2022,Y,Y,LSPA-362FCDB,,2022-02-08,111,UK,UK-ENG,N,,,BA.2,UK25641,del_trans_23788,UK25641_1.31.1.2
England/LSPA-362F1DC/2022,Y,Y,LSPA-362F1DC,,2022-02-07,111,UK,UK-ENG,N,,,BA.1.1,UK25667,del_trans_50661,UK25667_1
England/LSPA-362FC62/2022,Y,Y,LSPA-362FC62,,2022-02-08,111,UK,UK-ENG,N,,,BA.2,UK25641,del_trans_23788,UK25641_1.31.1.2
England/LSPA-362F084/2022,Y,Y,LSPA-362F084,,2022-02-07,111,UK,UK-ENG,N,,,BA.2,UK37780,del_trans_24160,UK37780_1.14
England/LSPA-362FD32/2022,Y,Y,LSPA-362FD32,,2022-02-08,111,UK,UK-ENG,N,,,BA.1,UK26681,del_trans_344847,UK26681_1.206.1
England/LSPA-362EEA9/2022,Y,Y,LSPA-362EEA9,,2022-02-07,111,UK,UK-ENG,N,,,BA.1.1,UK42624,del_trans_148770,
England/LSPA-362F242/2022,Y,Y,LSPA-362F242,,2022-02-08,111,UK,UK-ENG,N,,,BA.1.1,UK25667,del_trans_50661,UK25667_1.73
England/LSPA-362F312/2022,Y,Y,LSPA-362F312,,2022-02-07,111,UK,UK-ENG,N,,,BA.2,UK37780,del_trans_24160,UK37780_1.14
England/LSPA-362D2EA/2022,Y,Y,LSPA-362D2EA,,2022-02-08,111,UK,UK-ENG,N,,,BA.1.1,UK25785,del_trans_83225,UK25785_1.96.1
England/LSPA-362D2F9/2022,Y,Y,LSPA-362D2F9,,2022-02-08,111,UK,UK-ENG,N,,,BA.1,UK26404,del_trans_264425,UK26404_1
England/LSPA-362D235/2022,Y,Y,LSPA-362D235,,2022-02-08,111,UK,UK-ENG,N,,,BA.2,UK37814,del_trans_26165,UK37814_1
England/LSPA-362D280/2022,Y,Y,LSPA-362D280,,2022-02-08,111,UK,UK-ENG,N,,,BA.1,UK26681,del_trans_344847,UK26681_1.206.1.1.1
England/LSPA-362D192/2022,Y,Y,LSPA-362D192,,2022-02-08,111,UK,UK-ENG,N,,,BA.1.1,UK30061,del_trans_97007,UK30061_1.9
England/LSPA-362D165/2022,Y,Y,LSPA-362D165,,2022-02-08,111,UK,UK-ENG,N,,,BA.1.1,UK25667,del_trans_50661,UK25667_1.73.6
England/LSPA-362D262/2022,Y,Y,LSPA-362D262,,2022-02-08,111,UK,UK-ENG,N,,,BA.1.1,UK25667,del_trans_50661,UK25667_1
England/QEUH-362DE04/2022,Y,Y,QEUH-362DE04,,2022-02-08,111,UK,UK-ENG,Y,,,BA.1,UK28527,del_trans_195843,UK28527_1.3
England/LSPA-362D2DB/2022,Y,Y,LSPA-362D2DB,,2022-02-08,111,UK,UK-ENG,N,,,BA.1,UK22668,del_trans_164955,UK22668_1.291.2
England/LSPA-362D1FC/2022,Y,Y,LSPA-362D1FC,,2022-02-08,111,UK,UK-ENG,N,,,BA.2,UK25640,del_trans_7085,UK25640_1
England/LSPA-362D1A1/2022,Y,Y,LSPA-362D1A1,,2022-02-08,111,UK,UK-ENG,N,,,BA.1,UK26308,del_trans_254096,UK26308_1.457
England/LSPA-362D11A/2022,Y,Y,LSPA-362D11A,,2022-02-08,111,UK,UK-ENG,N,,,BA.1.1,UK25785,del_trans_83225,UK25785_1.11.1
England/LSPA-362B370/2022,Y,Y,LSPA-362B370,,2022-02-07,111,UK,UK-ENG,N,,,BA.1,UK26626,del_trans_331566,UK26626_1.1.1
England/LSPA-36421F1/2022,Y,Y,LSPA-36421F1,,2022-02-07,111,UK,UK-ENG,N,,,BA.1.1,UK32888,del_trans_90823,UK32888_1.19.1.1.1
England/LSPA-364214C/2022,Y,Y,LSPA-364214C,,2022-02-07,111,UK,UK-ENG,N,,,BA.2,UK25641,del_trans_23788,UK25641_1.31.1.2
England/LSPA-36422B2/2022,Y,Y,LSPA-36422B2,,2022-02-07,111,UK,UK-ENG,N,,,BA.1,UK45347,del_trans_278389,UK45347_1.1.6.1
England/LSPA-36420D6/2022,Y,Y,LSPA-36420D6,,2022-02-07,111,UK,UK-ENG,N,,,BA.1.1,UK40187,del_trans_78462,UK40187_1.1.1
England/LSPA-36406E5/2022,Y,Y,LSPA-36406E5,,2022-02-08,111,UK,UK-ENG,N,,,BA.1,UK26386,del_trans_258817,UK26386_1
England/LSPA-364248F/2022,Y,Y,LSPA-364248F,,2022-02-07,111,UK,UK-ENG,N,,,BA.1,UK26626,del_trans_331566,UK26626_1.1.1
England/LSPA-3640612/2022,Y,Y,LSPA-3640612,,2022-02-08,111,UK,UK-ENG,N,,,BA.2,UK37780,del_trans_24160,UK37780_1.15.1
England/LSPA-36422FE/2022,Y,Y,LSPA-36422FE,,2022-02-07,111,UK,UK-ENG,N,,,BA.1,UK26070,del_trans_165224,UK26070_1.33
England/LSPA-363DFC2/2022,Y,Y,LSPA-363DFC2,,2022-02-08,111,UK,UK-ENG,N,,,BA.1,UK44773,del_trans_246310,UK44773_1.1.1
England/LSPA-36426A7/2022,Y,Y,LSPA-36426A7,,2022-02-07,111,UK,UK-ENG,N,,,BA.2,UK26836,del_trans_18239,UK26836_1
England/LSPA-36431D2/2022,Y,Y,LSPA-36431D2,,2022-02-07,111,UK,UK-ENG,N,,,BA.2,UK36230,del_trans_7415,UK36230_1
England/LSPA-364364C/2022,Y,Y,LSPA-364364C,,2022-02-08,111,UK,UK-ENG,N,,,BA.1,UK22668,del_trans_164955,UK22668_1.1113
England/LSPA-3643460/2022,Y,Y,LSPA-3643460,,2022-02-07,111,UK,UK-ENG,N,,,BA.1.1,UK33935,del_trans_122567,UK33935_1
England/LSPA-36425F5/2022,Y,Y,LSPA-36425F5,,2022-02-07,111,UK,UK-ENG,N,,,BA.1.1,UK28327,del_trans_154226,UK28327_1.2.1.1.1
England/LSPA-36432FD/2022,Y,Y,LSPA-36432FD,,2022-02-08,111,UK,UK-ENG,N,,,BA.1.1,UK40460,del_trans_95434,UK40460_1.6
England/MILK-3637E70/2022,Y,Y,MILK-3637E70,,2022-02-09,111,UK,UK-ENG,N,,,BA.1.1,UK40336,del_trans_91865,UK40336_1
England/LSPA-3634F34/2022,Y,Y,LSPA-3634F34,,2022-02-07,111,UK,UK-ENG,N,,,BA.1.1,UK28197,del_trans_114882,UK28197_1.1.1
England/LSPA-363523A/2022,Y,Y,LSPA-363523A,,2022-02-07,111,UK,UK-ENG,N,,,BA.1.1,UK41140,del_trans_116687,UK41140_1
England/LSPA-3621B54/2022,Y,Y,LSPA-3621B54,,2022-02-05,110,UK,UK-ENG,N,,,BA.1.1,UK25771,del_trans_64710,UK25771_1
England/LSPA-36220AF/2022,Y,Y,LSPA-36220AF,,2022-02-05,110,UK,UK-ENG,N,,,BA.1,UK29455,del_trans_344865,UK29455_1.13
England/LSPA-3621CCA/2022,Y,Y,LSPA-3621CCA,,2022-02-05,110,UK,UK-ENG,N,,,BA.1,UK26382,del_trans_256457,UK26382_1.4
England/LSPA-3621EA6/2022,Y,Y,LSPA-3621EA6,,2022-02-05,110,UK,UK-ENG,N,,,BA.1.1,UK28315,del_trans_151322,UK28315_1.2.1
England/LSPA-3620FD1/2022,Y,Y,LSPA-3620FD1,,2022-02-07,111,UK,UK-ENG,N,,,BA.1.1,UK25877,del_trans_100978,UK25877_1.7.2.1
England/LSPA-3621468/2022,Y,Y,LSPA-3621468,,2022-02-07,111,UK,UK-ENG,N,,,BA.2,UK26836,del_trans_18239,UK26836_1.3.5
England/MILK-362242B/2022,Y,Y,MILK-362242B,,2022-02-08,111,UK,UK-ENG,N,,,BA.1,UK26397,del_trans_263599,UK26397_1.1291
England/LSPA-3621D4F/2022,Y,Y,LSPA-3621D4F,,2022-02-05,110,UK,UK-ENG,N,,,BA.2,UK25641,del_trans_23788,UK25641_1
England/LSPA-3621EB5/2022,Y,Y,LSPA-3621EB5,,2022-02-05,110,UK,UK-ENG,N,,,BA.1.1,UK25785,del_trans_83225,UK25785_1.11.1
England/LSPA-3621E00/2022,Y,Y,LSPA-3621E00,,2022-02-05,110,UK,UK-ENG,N,,,BA.2,UK25642,del_trans_11063,UK25642_1
England/LSPA-3621C51/2022,Y,Y,LSPA-3621C51,,2022-02-05,110,UK,UK-ENG,N,,,BA.1,UK26260,del_trans_245842,UK26260_1
England/LSPA-3620FE0/2022,Y,Y,LSPA-3620FE0,,2022-02-07,111,UK,UK-ENG,N,,,BA.1,UK26653,del_trans_339030,UK26653_1.16
England/LSPA-36211DA/2022,Y,Y,LSPA-36211DA,,2022-02-07,111,UK,UK-ENG,N,,,BA.2,UK25642,del_trans_11063,UK25642_1.60.1.2.2
England/LSPA-36212F5/2022,Y,Y,LSPA-36212F5,,2022-02-07,111,UK,UK-ENG,N,,,BA.2,UK26836,del_trans_18239,UK26836_1.3
England/LSPA-3621CBB/2022,Y,Y,LSPA-3621CBB,,2022-02-05,110,UK,UK-ENG,N,,,BA.1.1,UK25670,del_trans_51055,UK25670_1.6.3.1.1
England/LSPA-3621CE8/2022,Y,Y,LSPA-3621CE8,,2022-02-05,110,UK,UK-ENG,N,,,BA.1,UK26397,del_trans_263599,UK26397_1.440.1
England/LSPA-3622081/2022,Y,Y,LSPA-3622081,,2022-02-05,110,UK,UK-ENG,N,,,BA.1,UK26397,del_trans_263599,UK26397_1
England/LSPA-3622045/2022,Y,Y,LSPA-3622045,,2022-02-05,110,UK,UK-ENG,N,,,BA.1,UK26397,del_trans_263599,UK26397_1
England/LSPA-3621DA9/2022,Y,Y,LSPA-3621DA9,,2022-02-05,110,UK,UK-ENG,N,,,BA.1,UK26382,del_trans_256457,UK26382_1.4
England/LSPA-3622090/2022,Y,Y,LSPA-3622090,,2022-02-05,110,UK,UK-ENG,N,,,BA.1.1,UK40191,del_trans_78692,UK40191_1
England/LSPA-3621C7F/2022,Y,Y,LSPA-3621C7F,,2022-02-04,110,UK,UK-ENG,N,,,BA.1.1,UK28315,del_trans_151322,UK28315_1.1.2
England/LSPA-3622036/2022,Y,Y,LSPA-3622036,,2022-02-05,110,UK,UK-ENG,N,,,BA.1.1,UK25785,del_trans_83225,UK25785_1.11.1
England/LSPA-3621BAF/2022,Y,Y,LSPA-3621BAF,,2022-02-05,110,UK,UK-ENG,N,,,BA.2,UK36662,del_trans_13714,
England/LSPA-3621DF4/2022,Y,Y,LSPA-3621DF4,,2022-02-05,110,UK,UK-ENG,N,,,BA.1,UK30036,del_trans_386024,UK30036_1.2
England/LSPA-3621C33/2022,Y,Y,LSPA-3621C33,,2022-02-05,110,UK,UK-ENG,N,,,BA.1.1,UK25785,del_trans_83225,UK25785_1.11
England/LSPA-3621EC4/2022,Y,Y,LSPA-3621EC4,,2022-02-05,110,UK,UK-ENG,N,,,BA.2,UK25641,del_trans_23788,UK25641_1.31.1.2
England/LSPA-363D1F9/2022,Y,Y,LSPA-363D1F9,,2022-02-06,111,UK,UK-ENG,N,,,BA.1.1,UK27795,del_trans_92079,UK27795_1
England/LSPA-363D1CC/2022,Y,Y,LSPA-363D1CC,,2022-02-07,111,UK,UK-ENG,N,,,BA.1.1,UK41140,del_trans_116687,UK41140_1
England/LSPA-363D117/2022,Y,Y,LSPA-363D117,,2022-02-07,111,UK,UK-ENG,N,,,BA.1.1,UK40460,del_trans_95434,UK40460_1
England/LSPA-363D1BD/2022,Y,Y,LSPA-363D1BD,,2022-02-06,111,UK,UK-ENG,N,,,BA.1,UK26397,del_trans_263599,UK26397_1
England/LSPA-363EED3/2022,Y,Y,LSPA-363EED3,,2022-02-08,111,UK,UK-ENG,N,,,BA.1,UK29245,del_trans_324682,UK29245_1
England/LSPA-36330D8/2022,Y,Y,LSPA-36330D8,,2022-02-08,111,UK,UK-ENG,N,,,BA.1.1,UK25785,del_trans_83225,UK25785_1.80
England/LSPA-3633296/2022,Y,Y,LSPA-3633296,,2022-02-08,111,UK,UK-ENG,N,,,BA.1,UK26093,del_trans_182951,UK26093_1.3
England/LSPA-36330C9/2022,Y,Y,LSPA-36330C9,,2022-02-08,111,UK,UK-ENG,N,,,BA.1.1,UK25785,del_trans_83225,UK25785_1.221
England/LSPA-3632F27/2022,Y,Y,LSPA-3632F27,,2022-02-08,111,UK,UK-ENG,N,,,BA.1,UK26227,del_trans_242519,UK26227_1
England/LSPA-3632FFA/2022,Y,Y,LSPA-3632FFA,,2022-02-08,111,UK,UK-ENG,N,,,BA.1,UK26397,del_trans_263599,UK26397_1
England/LSPA-363320F/2022,Y,Y,LSPA-363320F,,2022-02-08,111,UK,UK-ENG,N,,,BA.1.1,UK25667,del_trans_50661,UK25667_1
England/LSPA-3633005/2022,Y,Y,LSPA-3633005,,2022-02-08,111,UK,UK-ENG,N,,,BA.1.1,UK25785,del_trans_83225,UK25785_1.11.1
England/LSPA-36330AB/2022,Y,Y,LSPA-36330AB,,2022-02-08,111,UK,UK-ENG,N,,,BA.1.1,UK25771,del_trans_64710,UK25771_1
England/LSPA-3632FEB/2022,Y,Y,LSPA-3632FEB,,2022-02-08,111,UK,UK-ENG,N,,,BA.1.1,UK25805,del_trans_110316,UK25805_1.52
England/LSPA-3632F18/2022,Y,Y,LSPA-3632F18,,2022-02-08,111,UK,UK-ENG,N,,,BA.1.1,UK25670,del_trans_51055,UK25670_1.91.1
England/LSPA-3632FBE/2022,Y,Y,LSPA-3632FBE,,2022-02-08,111,UK,UK-ENG,N,,,BA.1,UK26404,del_trans_264425,UK26404_1
England/LSPA-36330BA/2022,Y,Y,LSPA-36330BA,,2022-02-08,111,UK,UK-ENG,N,,,BA.1.1,UK41619,del_trans_126714,UK41619_1
England/LSPA-36331F3/2022,Y,Y,LSPA-36331F3,,2022-02-08,111,UK,UK-ENG,N,,,BA.1.1,UK25785,del_trans_83225,UK25785_1.96.1
England/LSPA-362DB2B/2022,Y,Y,LSPA-362DB2B,,2022-02-07,111,UK,UK-ENG,N,,,BA.1.1,UK25680,del_trans_54381,UK25680_1
