#node	date	numeric date
England_NORW-22BBA2_2021	2021-01-16	2021.042466
NODE_0000125	2021-01-10	2021.027024
England_NORW-22C172_2021	2021-01-31	2021.083562
NODE_0000126	2021-01-18	2021.047945
England_NORW-22BDD9_2021	2021-01-23	2021.061644
England_NORW-228DDC_2021	2021-01-18	2021.047945
NODE_0000130	2021-01-30	2021.081359
England_NORW-22A96D_2021	2021-02-06	2021.100000
NODE_0000106	2021-02-02	2021.089534
England_NORW-22D1AE_2021	2021-02-12	2021.116438
NODE_0000131	2021-02-13	2021.119178
England_NORW-22D1CC_2021	2021-02-13	2021.119178
England_NORW-22D3D5_2021	2021-02-14	2021.121918
NODE_0000133	2020-12-09	2020.938266
England_NORW-22464E_2021	2021-02-21	2021.141096
NODE_0000147	2021-02-02	2021.088914
England_NORW-22A772_2021	2021-02-10	2021.110959
England_NORW-22AAD3_2021	2021-02-10	2021.110959
NODE_0000110	2021-02-10	2021.110959
England_NORW-22A45D_2021	2021-02-10	2021.110959
England_NORW-229D08_2021	2021-02-10	2021.110959
NODE_0000150	2020-12-24	2020.978183
NODE_0000151	2021-02-12	2021.116438
England_NORW-22D2E7_2021	2021-02-12	2021.116438
England_NORW-22D539_2021	2021-02-21	2021.141096
NODE_0000152	2021-01-18	2021.047945
England_NORW-22862C_2021	2021-01-18	2021.047945
NODE_0000153	2021-01-23	2021.061644
England_NORW-22BEA9_2021	2021-01-23	2021.061644
NODE_0000115	2021-01-27	2021.072603
England_NORW-22BDBB_2021	2021-01-28	2021.075342
England_NORW-22B43E_2021	2021-01-27	2021.072603
NODE_0000116	2021-01-22	2021.059865
England_NORW-22B2BC_2021	2021-01-27	2021.072603
NODE_0000119	2021-01-23	2021.061644
England_NORW-22BE6D_2021	2021-01-23	2021.061644
England_NORW-22B42F_2021	2021-01-23	2021.061644
NODE_0000135	2020-12-20	2020.968319
England_NORW-22D469_2021	2021-02-20	2021.138356
NODE_0000141	2021-01-03	2021.005749
England_NORW-227E07_2021	2021-01-12	2021.031507
England_NORW-227F7D_2021	--	--
NODE_0000137	2021-01-15	2021.039995
England_NORW-22BC45_2021	2021-01-23	2021.061644
NODE_0000101	2021-01-17	2021.044386
England_NORW-22B225_2021	2021-01-28	2021.075342
NODE_0000123	2021-01-28	2021.075342
England_NORW-22B39B_2021	2021-01-28	2021.075342
England_NORW-22B252_2021	2021-01-28	2021.075342
NODE_0000142	2021-01-03	2021.006849
England_NORW-22897E_2021	2021-01-03	2021.006849
NODE_0000127	2021-01-04	2021.010702
England_NORW-22B2AD_2021	2021-01-27	2021.072603
NODE_0000128	2021-01-08	2021.020548
England_NORW-22B00D_2021	2021-01-08	2021.020548
NODE_0000129	2021-01-26	2021.069863
England_NORW-22B216_2021	2021-01-28	2021.075342
England_NORW-22BEC7_2021	2021-01-26	2021.069863
NODE_0000107	2020-12-04	2020.925304
NODE_0000122	2021-01-08	2021.020548
England_NORW-22B37D_2021	2021-01-09	2021.023288
England_NORW-22AF4D_2021	2021-01-08	2021.020548
England_NORW-228C57_2021	2021-01-18	2021.047945
NODE_0000109	2020-12-14	2020.951448
England_NORW-22BB39_2021	2021-01-28	2021.075342
NODE_0000132	2020-12-14	2020.951448
NODE_0000134	2020-12-24	2020.978625
England_NORW-229281_2021	2021-01-04	2021.009589
NODE_0000136	2020-12-28	2020.989776
NODE_0000138	2021-01-17	2021.045496
England_NORW-22D548_2021	2021-02-20	2021.138356
NODE_0000139	2021-01-20	2021.053425
England_NORW-22B902_2021	2021-01-26	2021.069863
England_NORW-22BCCD_2021	2021-01-20	2021.053425
NODE_0000112	2021-01-08	2021.020725
England_NORW-22B45C_2021	2021-01-27	2021.072603
NODE_0000117	2021-01-14	2021.037890
England_NORW-22960D_2021	2021-01-20	2021.053425
NODE_0000118	2021-01-18	2021.048794
England_NORW-22BF6A_2021	2021-02-02	2021.089041
England_NORW-22BD42_2021	2021-01-22	2021.058904
NODE_0000143	2021-01-29	2021.079163
England_NORW-22D43C_2021	2021-02-21	2021.141096
NODE_0000144	2021-02-07	2021.102740
England_NORW-22A332_2021	2021-02-07	2021.102740
NODE_0000145	2021-02-09	2021.108219
England_NORW-22D27E_2021	2021-02-09	2021.108219
England_NORW-22D2BA_2021	2021-02-13	2021.119178
NODE_0000171	2020-12-26	2020.984246
England_NORW-22BF79_2021	2021-01-31	2021.083562
England_NORW-22B54A_2021	2021-01-27	2021.072603
NODE_0000180	2021-01-11	2021.028486
England_NORW-22BAF0_2021	2021-01-24	2021.064384
NODE_0000181	2021-01-24	2021.063884
England_NORW-22D593_2021	2021-02-21	2021.141096
England_NORW-2273F9_2021	2021-02-08	2021.105479
NODE_0000172	2021-01-04	2021.009589
England_NORW-228B87_2021	2021-01-04	2021.009589
NODE_0000154	2021-01-05	2021.013442
England_NORW-22B313_2021	2021-01-28	2021.075342
NODE_0000155	2021-01-15	2021.038914
England_NORW-22CB65_2021	2021-01-26	2021.069863
NODE_0000156	2021-01-16	2021.041654
England_NORW-22B243_2021	2021-01-27	2021.072603
NODE_0000157	2021-01-20	2021.053425
England_NORW-228CEE_2021	2021-01-20	2021.053425
NODE_0000158	2021-01-22	2021.058904
England_NORW-22B9B7_2021	2021-01-24	2021.064384
England_NORW-227F8C_2021	2021-01-22	2021.058904
NODE_0000183	2021-01-07	2021.018749
England_NORW-22D162_2021	2021-02-13	2021.119178
England_NORW-22B38C_2021	2021-01-27	2021.072603
NODE_0000184	2021-01-26	2021.068566
England_NORW-22D2F6_2021	2021-02-09	2021.108219
NODE_0000185	2021-02-02	2021.089978
England_NORW-22D223_2021	2021-02-10	2021.110959
England_NORW-22D171_2021	2021-02-14	2021.121918
NODE_0000188	2021-01-23	2021.061272
England_NORW-2245E7_2021	2021-02-12	2021.116438
NODE_0000193	2021-02-12	2021.116438
England_NORW-22D205_2021	2021-02-12	2021.116438
England_NORW-22D0DE_2021	2021-02-12	2021.116438
NODE_0000140	2021-01-30	2021.080008
England_NORW-22D38A_2021	2021-02-10	2021.110959
NODE_0000164	2021-02-05	2021.097260
England_NORW-22A9F4_2021	2021-02-05	2021.097260
NODE_0000165	2021-02-07	2021.102740
England_NORW-22D180_2021	2021-02-14	2021.121918
England_NORW-22AEAA_2021	2021-02-07	2021.102740
NODE_0000195	2021-02-03	2021.092223
England_NORW-22D108_2021	2021-02-09	2021.108219
England_NORW-22D214_2021	2021-02-14	2021.121918
NODE_0000167	2021-02-06	2021.101023
England_NORW-22D29C_2021	2021-02-19	2021.135616
NODE_0000168	2021-02-07	2021.102740
England_NORW-22D3B7_2021	2021-02-12	2021.116438
England_NORW-22A077_2021	2021-02-07	2021.102740
